# Total velocity (m/s),Mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
23.466,6.687,NaN,NaN,NaN,NaN
23.452,6.687,NaN,NaN,NaN,NaN
23.438,6.687,NaN,NaN,NaN,NaN
23.424,6.687,NaN,NaN,NaN,NaN
23.41,6.687,NaN,NaN,NaN,NaN
23.396,6.687,NaN,NaN,NaN,NaN
23.382,6.687,NaN,NaN,NaN,NaN
23.368,6.687,NaN,NaN,NaN,NaN
23.355,6.687,NaN,NaN,NaN,NaN
23.341,6.687,NaN,NaN,NaN,NaN
23.327,6.687,NaN,NaN,NaN,NaN
23.314,6.687,NaN,NaN,NaN,NaN
23.3,6.687,NaN,NaN,NaN,NaN
23.286,6.687,NaN,NaN,NaN,NaN
23.273,6.687,NaN,NaN,NaN,NaN
23.259,6.687,NaN,NaN,NaN,NaN
23.246,6.687,NaN,NaN,NaN,NaN
23.233,6.687,NaN,NaN,NaN,NaN
23.219,6.687,NaN,NaN,NaN,NaN
23.206,6.687,NaN,NaN,NaN,NaN
23.192,6.687,NaN,NaN,NaN,NaN
23.179,6.687,NaN,NaN,NaN,NaN
23.165,6.687,NaN,NaN,NaN,NaN
23.151,6.687,NaN,NaN,NaN,NaN
23.137,6.687,NaN,NaN,NaN,NaN
23.123,6.687,NaN,NaN,NaN,NaN
23.109,6.687,NaN,NaN,NaN,NaN
23.095,6.687,NaN,NaN,NaN,NaN
23.081,6.687,NaN,NaN,NaN,NaN
23.068,6.687,NaN,NaN,NaN,NaN
23.054,6.687,NaN,NaN,NaN,NaN
23.04,6.687,NaN,NaN,NaN,NaN
23.027,6.687,NaN,NaN,NaN,NaN
23.013,6.687,NaN,NaN,NaN,NaN
22.999,6.687,NaN,NaN,NaN,NaN
22.986,6.687,NaN,NaN,NaN,NaN
22.972,6.687,NaN,NaN,NaN,NaN
22.959,6.687,NaN,NaN,NaN,NaN
22.945,6.687,NaN,NaN,NaN,NaN
22.932,6.687,NaN,NaN,NaN,NaN
22.919,6.687,NaN,NaN,NaN,NaN
22.905,6.687,NaN,NaN,NaN,NaN
22.892,6.687,NaN,NaN,NaN,NaN
22.879,6.687,NaN,NaN,NaN,NaN
22.866,6.687,NaN,NaN,NaN,NaN
22.853,6.687,NaN,NaN,NaN,NaN
22.839,6.687,NaN,NaN,NaN,NaN
22.826,6.687,NaN,NaN,NaN,NaN
22.813,6.687,NaN,NaN,NaN,NaN
22.8,6.687,NaN,NaN,NaN,NaN
22.787,6.687,NaN,NaN,NaN,NaN
22.774,6.687,NaN,NaN,NaN,NaN
22.762,6.687,NaN,NaN,NaN,NaN
22.749,6.687,NaN,NaN,NaN,NaN
22.736,6.687,NaN,NaN,NaN,NaN
22.723,6.687,NaN,NaN,NaN,NaN
22.71,6.687,NaN,NaN,NaN,NaN
22.698,6.687,NaN,NaN,NaN,NaN
22.685,6.687,NaN,NaN,NaN,NaN
22.672,6.687,NaN,NaN,NaN,NaN
22.66,6.687,NaN,NaN,NaN,NaN
22.647,6.687,NaN,NaN,NaN,NaN
22.635,6.687,NaN,NaN,NaN,NaN
22.622,6.687,NaN,NaN,NaN,NaN
22.609,6.687,NaN,NaN,NaN,NaN
22.596,6.687,NaN,NaN,NaN,NaN
22.583,6.687,NaN,NaN,NaN,NaN
22.57,6.687,NaN,NaN,NaN,NaN
22.557,6.687,NaN,NaN,NaN,NaN
22.544,6.687,NaN,NaN,NaN,NaN
22.531,6.687,NaN,NaN,NaN,NaN
22.518,6.687,NaN,NaN,NaN,NaN
22.505,6.687,NaN,NaN,NaN,NaN
22.492,6.687,NaN,NaN,NaN,NaN
22.479,6.687,NaN,NaN,NaN,NaN
22.466,6.687,NaN,NaN,NaN,NaN
22.453,6.687,NaN,NaN,NaN,NaN
22.441,6.687,NaN,NaN,NaN,NaN
22.428,6.687,NaN,NaN,NaN,NaN
22.415,6.687,NaN,NaN,NaN,NaN
22.403,6.687,NaN,NaN,NaN,NaN
22.39,6.687,NaN,NaN,NaN,NaN
22.377,6.687,NaN,NaN,NaN,NaN
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=205.16 seconds
22.365,6.687,NaN,NaN,NaN,NaN
21.865,6.687,NaN,NaN,NaN,NaN
21.652,6.687,NaN,NaN,NaN,NaN
21.444,6.687,NaN,NaN,NaN,NaN
21.24,6.687,NaN,NaN,NaN,NaN
21.039,6.687,NaN,NaN,NaN,NaN
20.843,6.687,NaN,NaN,NaN,NaN
20.651,6.687,NaN,NaN,NaN,NaN
20.462,6.687,NaN,NaN,NaN,NaN
20.277,6.687,NaN,NaN,NaN,NaN
20.096,6.687,NaN,NaN,NaN,NaN
19.918,6.687,NaN,NaN,NaN,NaN
19.743,6.687,NaN,NaN,NaN,NaN
19.571,6.687,NaN,NaN,NaN,NaN
19.403,6.687,NaN,NaN,NaN,NaN
19.238,6.687,NaN,NaN,NaN,NaN
19.075,6.687,NaN,NaN,NaN,NaN
18.916,6.687,NaN,NaN,NaN,NaN
18.759,6.687,NaN,NaN,NaN,NaN
18.605,6.687,NaN,NaN,NaN,NaN
18.454,6.687,NaN,NaN,NaN,NaN
18.305,6.687,NaN,NaN,NaN,NaN
18.159,6.687,NaN,NaN,NaN,NaN
18.015,6.687,NaN,NaN,NaN,NaN
17.874,6.687,NaN,NaN,NaN,NaN
17.735,6.687,NaN,NaN,NaN,NaN
17.599,6.687,NaN,NaN,NaN,NaN
17.464,6.687,NaN,NaN,NaN,NaN
17.332,6.687,NaN,NaN,NaN,NaN
17.202,6.687,NaN,NaN,NaN,NaN
17.074,6.687,NaN,NaN,NaN,NaN
16.948,6.687,NaN,NaN,NaN,NaN
16.825,6.687,NaN,NaN,NaN,NaN
16.703,6.687,NaN,NaN,NaN,NaN
16.583,6.687,NaN,NaN,NaN,NaN
16.465,6.687,NaN,NaN,NaN,NaN
16.348,6.687,NaN,NaN,NaN,NaN
16.234,6.687,NaN,NaN,NaN,NaN
16.121,6.687,NaN,NaN,NaN,NaN
16.01,6.687,NaN,NaN,NaN,NaN
15.9,6.687,NaN,NaN,NaN,NaN
15.792,6.687,NaN,NaN,NaN,NaN
15.686,6.687,NaN,NaN,NaN,NaN
15.581,6.687,NaN,NaN,NaN,NaN
15.478,6.687,NaN,NaN,NaN,NaN
15.377,6.687,NaN,NaN,NaN,NaN
15.276,6.687,NaN,NaN,NaN,NaN
15.177,6.687,NaN,NaN,NaN,NaN
15.08,6.687,NaN,NaN,NaN,NaN
14.984,6.687,NaN,NaN,NaN,NaN
14.889,6.687,NaN,NaN,NaN,NaN
14.796,6.687,NaN,NaN,NaN,NaN
14.704,6.687,NaN,NaN,NaN,NaN
14.613,6.687,NaN,NaN,NaN,NaN
14.524,6.687,NaN,NaN,NaN,NaN
14.435,6.687,NaN,NaN,NaN,NaN
14.348,6.687,NaN,NaN,NaN,NaN
14.262,6.687,NaN,NaN,NaN,NaN
14.177,6.687,NaN,NaN,NaN,NaN
14.093,6.687,NaN,NaN,NaN,NaN
14.011,6.687,NaN,NaN,NaN,NaN
13.929,6.687,NaN,NaN,NaN,NaN
13.849,6.687,NaN,NaN,NaN,NaN
13.769,6.687,NaN,NaN,NaN,NaN
13.691,6.687,NaN,NaN,NaN,NaN
13.613,6.687,NaN,NaN,NaN,NaN
13.536,6.687,NaN,NaN,NaN,NaN
13.458,6.687,NaN,NaN,NaN,NaN
13.379,6.687,NaN,NaN,NaN,NaN
13.3,6.687,NaN,NaN,NaN,NaN
13.22,6.687,NaN,NaN,NaN,NaN
13.141,6.687,NaN,NaN,NaN,NaN
13.06,6.687,NaN,NaN,NaN,NaN
12.979,6.687,NaN,NaN,NaN,NaN
12.898,6.687,NaN,NaN,NaN,NaN
12.816,6.687,NaN,NaN,NaN,NaN
12.734,6.687,NaN,NaN,NaN,NaN
12.651,6.687,NaN,NaN,NaN,NaN
12.567,6.687,NaN,NaN,NaN,NaN
12.483,6.687,NaN,NaN,NaN,NaN
12.399,6.687,NaN,NaN,NaN,NaN
12.314,6.687,NaN,NaN,NaN,NaN
12.228,6.687,NaN,NaN,NaN,NaN
12.142,6.687,NaN,NaN,NaN,NaN
12.055,6.687,NaN,NaN,NaN,NaN
11.968,6.687,NaN,NaN,NaN,NaN
11.88,6.687,NaN,NaN,NaN,NaN
11.791,6.687,NaN,NaN,NaN,NaN
11.702,6.687,NaN,NaN,NaN,NaN
11.612,6.687,NaN,NaN,NaN,NaN
11.522,6.687,NaN,NaN,NaN,NaN
11.431,6.687,NaN,NaN,NaN,NaN
11.339,6.687,NaN,NaN,NaN,NaN
11.246,6.687,NaN,NaN,NaN,NaN
11.153,6.687,NaN,NaN,NaN,NaN
11.059,6.687,NaN,NaN,NaN,NaN
10.964,6.687,NaN,NaN,NaN,NaN
10.868,6.687,NaN,NaN,NaN,NaN
10.772,6.687,NaN,NaN,NaN,NaN
10.675,6.687,NaN,NaN,NaN,NaN
10.577,6.687,NaN,NaN,NaN,NaN
10.478,6.687,NaN,NaN,NaN,NaN
10.378,6.687,NaN,NaN,NaN,NaN
10.278,6.687,NaN,NaN,NaN,NaN
10.176,6.687,NaN,NaN,NaN,NaN
10.074,6.687,NaN,NaN,NaN,NaN
9.97,6.687,NaN,NaN,NaN,NaN
9.866,6.687,NaN,NaN,NaN,NaN
9.76,6.687,NaN,NaN,NaN,NaN
9.654,6.687,NaN,NaN,NaN,NaN
9.546,6.687,NaN,NaN,NaN,NaN
9.437,6.687,NaN,NaN,NaN,NaN
9.327,6.687,NaN,NaN,NaN,NaN
9.216,6.687,NaN,NaN,NaN,NaN
9.104,6.687,NaN,NaN,NaN,NaN
8.991,6.687,NaN,NaN,NaN,NaN
8.876,6.687,NaN,NaN,NaN,NaN
8.76,6.687,NaN,NaN,NaN,NaN
8.642,6.687,NaN,NaN,NaN,NaN
8.523,6.687,NaN,NaN,NaN,NaN
8.403,6.687,NaN,NaN,NaN,NaN
8.281,6.687,NaN,NaN,NaN,NaN
8.157,6.687,NaN,NaN,NaN,NaN
8.032,6.687,NaN,NaN,NaN,NaN
7.905,6.687,NaN,NaN,NaN,NaN
7.777,6.687,NaN,NaN,NaN,NaN
7.646,6.687,NaN,NaN,NaN,NaN
7.514,6.687,NaN,NaN,NaN,NaN
7.38,6.687,NaN,NaN,NaN,NaN
7.244,6.687,NaN,NaN,NaN,NaN
7.105,6.687,NaN,NaN,NaN,NaN
6.965,6.687,NaN,NaN,NaN,NaN
6.823,6.687,NaN,NaN,NaN,NaN
6.678,6.687,NaN,NaN,NaN,NaN
6.531,6.687,NaN,NaN,NaN,NaN
6.382,6.687,NaN,NaN,NaN,NaN
6.23,6.687,NaN,NaN,NaN,NaN
6.076,6.687,NaN,NaN,NaN,NaN
5.92,6.687,NaN,NaN,NaN,NaN
5.762,6.687,NaN,NaN,NaN,NaN
5.602,6.687,NaN,NaN,NaN,NaN
5.441,6.687,NaN,NaN,NaN,NaN
5.28,6.687,NaN,NaN,NaN,NaN
5.12,6.687,NaN,NaN,NaN,NaN
4.964,6.687,NaN,NaN,NaN,NaN
4.815,6.687,NaN,NaN,NaN,NaN
4.684,6.687,NaN,NaN,NaN,NaN
4.588,6.687,NaN,NaN,NaN,NaN
4.582,6.687,NaN,NaN,NaN,NaN
4.588,6.687,NaN,NaN,NaN,NaN
4.58,6.687,NaN,NaN,NaN,NaN
4.588,6.687,NaN,NaN,NaN,NaN
4.578,6.687,NaN,NaN,NaN,NaN
4.588,6.687,NaN,NaN,NaN,NaN
4.576,6.687,NaN,NaN,NaN,NaN
4.589,6.687,NaN,NaN,NaN,NaN
4.573,6.687,NaN,NaN,NaN,NaN
4.59,6.687,NaN,NaN,NaN,NaN
4.569,6.687,NaN,NaN,NaN,NaN
4.592,6.687,NaN,NaN,NaN,NaN
4.565,6.687,NaN,NaN,NaN,NaN
4.594,6.687,NaN,NaN,NaN,NaN
4.56,6.687,NaN,NaN,NaN,NaN
4.598,6.687,NaN,NaN,NaN,NaN
4.553,6.687,NaN,NaN,NaN,NaN
4.603,6.687,NaN,NaN,NaN,NaN
4.545,6.687,NaN,NaN,NaN,NaN
4.61,6.687,NaN,NaN,NaN,NaN
4.535,6.687,NaN,NaN,NaN,NaN
4.619,6.687,NaN,NaN,NaN,NaN
4.522,6.687,NaN,NaN,NaN,NaN
4.632,6.687,NaN,NaN,NaN,NaN
4.505,6.687,NaN,NaN,NaN,NaN
4.648,6.687,NaN,NaN,NaN,NaN
4.484,6.687,NaN,NaN,NaN,NaN
4.67,6.687,NaN,NaN,NaN,NaN
4.456,6.687,NaN,NaN,NaN,NaN
4.698,6.687,NaN,NaN,NaN,NaN
4.431,6.687,NaN,NaN,NaN,NaN
4.677,6.687,NaN,NaN,NaN,NaN
4.49,6.687,NaN,NaN,NaN,NaN
4.657,6.687,NaN,NaN,NaN,NaN
4.465,6.687,NaN,NaN,NaN,NaN
4.682,6.687,NaN,NaN,NaN,NaN
4.432,6.687,NaN,NaN,NaN,NaN
4.698,6.687,NaN,NaN,NaN,NaN
4.463,6.687,NaN,NaN,NaN,NaN
4.64,6.687,NaN,NaN,NaN,NaN
4.479,6.687,NaN,NaN,NaN,NaN
4.662,6.687,NaN,NaN,NaN,NaN
4.45,6.687,NaN,NaN,NaN,NaN
4.69,6.687,NaN,NaN,NaN,NaN
4.423,6.687,NaN,NaN,NaN,NaN
4.672,6.687,NaN,NaN,NaN,NaN
4.484,6.687,NaN,NaN,NaN,NaN
4.645,6.687,NaN,NaN,NaN,NaN
4.463,6.687,NaN,NaN,NaN,NaN
4.67,6.687,NaN,NaN,NaN,NaN
4.431,6.687,NaN,NaN,NaN,NaN
4.697,6.687,NaN,NaN,NaN,NaN
4.441,6.687,NaN,NaN,NaN,NaN
4.634,6.687,NaN,NaN,NaN,NaN
4.481,6.687,NaN,NaN,NaN,NaN
4.645,6.687,NaN,NaN,NaN,NaN
4.456,6.687,NaN,NaN,NaN,NaN
4.671,6.687,NaN,NaN,NaN,NaN
4.422,6.687,NaN,NaN,NaN,NaN
4.688,6.687,NaN,NaN,NaN,NaN
4.452,6.687,NaN,NaN,NaN,NaN
4.628,6.687,NaN,NaN,NaN,NaN
4.469,6.687,NaN,NaN,NaN,NaN
4.651,6.687,NaN,NaN,NaN,NaN
4.44,6.687,NaN,NaN,NaN,NaN
4.68,6.687,NaN,NaN,NaN,NaN
4.412,6.687,NaN,NaN,NaN,NaN
4.661,6.687,NaN,NaN,NaN,NaN
4.475,6.687,NaN,NaN,NaN,NaN
4.634,6.687,NaN,NaN,NaN,NaN
4.453,6.687,NaN,NaN,NaN,NaN
4.66,6.687,NaN,NaN,NaN,NaN
4.42,6.687,NaN,NaN,NaN,NaN
4.687,6.687,NaN,NaN,NaN,NaN
4.433,6.687,NaN,NaN,NaN,NaN
4.622,6.687,NaN,NaN,NaN,NaN
4.469,6.687,NaN,NaN,NaN,NaN
4.636,6.687,NaN,NaN,NaN,NaN
4.442,6.687,NaN,NaN,NaN,NaN
4.664,6.687,NaN,NaN,NaN,NaN
4.406,6.687,NaN,NaN,NaN,NaN
4.673,6.687,NaN,NaN,NaN,NaN
4.454,6.687,NaN,NaN,NaN,NaN
4.615,6.687,NaN,NaN,NaN,NaN
4.462,6.687,NaN,NaN,NaN,NaN
4.637,6.687,NaN,NaN,NaN,NaN
4.433,6.687,NaN,NaN,NaN,NaN
4.666,6.687,NaN,NaN,NaN,NaN
4.398,6.687,NaN,NaN,NaN,NaN
4.661,6.687,NaN,NaN,NaN,NaN
4.463,6.687,NaN,NaN,NaN,NaN
4.611,6.687,NaN,NaN,NaN,NaN
4.458,6.687,NaN,NaN,NaN,NaN
4.633,6.687,NaN,NaN,NaN,NaN
4.429,6.687,NaN,NaN,NaN,NaN
4.664,6.687,NaN,NaN,NaN,NaN
4.395,6.687,NaN,NaN,NaN,NaN
4.654,6.687,NaN,NaN,NaN,NaN
4.461,6.687,NaN,NaN,NaN,NaN
4.61,6.687,NaN,NaN,NaN,NaN
4.451,6.687,NaN,NaN,NaN,NaN
4.634,6.687,NaN,NaN,NaN,NaN
4.42,6.687,NaN,NaN,NaN,NaN
4.666,6.687,NaN,NaN,NaN,NaN
4.397,6.687,NaN,NaN,NaN,NaN
4.633,6.687,NaN,NaN,NaN,NaN
4.461,6.687,NaN,NaN,NaN,NaN
4.616,6.687,NaN,NaN,NaN,NaN
4.435,6.687,NaN,NaN,NaN,NaN
4.643,6.687,NaN,NaN,NaN,NaN
4.4,6.687,NaN,NaN,NaN,NaN
4.668,6.687,NaN,NaN,NaN,NaN
4.421,6.687,NaN,NaN,NaN,NaN
4.602,6.687,NaN,NaN,NaN,NaN
4.448,6.687,NaN,NaN,NaN,NaN
4.624,6.687,NaN,NaN,NaN,NaN
4.418,6.687,NaN,NaN,NaN,NaN
4.655,6.687,NaN,NaN,NaN,NaN
4.386,6.687,NaN,NaN,NaN,NaN
4.638,6.687,NaN,NaN,NaN,NaN
4.453,6.687,NaN,NaN,NaN,NaN
4.604,6.687,NaN,NaN,NaN,NaN
4.435,6.687,NaN,NaN,NaN,NaN
4.63,6.687,NaN,NaN,NaN,NaN
4.401,6.687,NaN,NaN,NaN,NaN
4.665,6.687,NaN,NaN,NaN,NaN
4.396,6.687,NaN,NaN,NaN,NaN
4.6,6.687,NaN,NaN,NaN,NaN
4.459,6.687,NaN,NaN,NaN,NaN
4.597,6.687,NaN,NaN,NaN,NaN
4.435,6.687,NaN,NaN,NaN,NaN
4.622,6.687,NaN,NaN,NaN,NaN
4.402,6.687,NaN,NaN,NaN,NaN
4.657,6.687,NaN,NaN,NaN,NaN
4.387,6.687,NaN,NaN,NaN,NaN
4.607,6.687,NaN,NaN,NaN,NaN
4.452,6.687,NaN,NaN,NaN,NaN
4.597,6.687,NaN,NaN,NaN,NaN
4.426,6.687,NaN,NaN,NaN,NaN
4.623,6.687,NaN,NaN,NaN,NaN
4.392,6.687,NaN,NaN,NaN,NaN
4.66,6.687,NaN,NaN,NaN,NaN
4.39,6.687,NaN,NaN,NaN,NaN
4.587,6.687,NaN,NaN,NaN,NaN
4.453,6.687,NaN,NaN,NaN,NaN
4.587,6.687,NaN,NaN,NaN,NaN
4.429,6.687,NaN,NaN,NaN,NaN
4.612,6.687,NaN,NaN,NaN,NaN
4.397,6.687,NaN,NaN,NaN,NaN
4.646,6.687,NaN,NaN,NaN,NaN
4.376,6.687,NaN,NaN,NaN,NaN
4.605,6.687,NaN,NaN,NaN,NaN
4.443,6.687,NaN,NaN,NaN,NaN
4.59,6.687,NaN,NaN,NaN,NaN
4.417,6.687,NaN,NaN,NaN,NaN
4.618,6.687,NaN,NaN,NaN,NaN
4.381,6.687,NaN,NaN,NaN,NaN
4.649,6.687,NaN,NaN,NaN,NaN
4.392,6.687,NaN,NaN,NaN,NaN
4.578,6.687,NaN,NaN,NaN,NaN
4.437,6.687,NaN,NaN,NaN,NaN
4.59,6.687,NaN,NaN,NaN,NaN
4.409,6.687,NaN,NaN,NaN,NaN
4.619,6.687,NaN,NaN,NaN,NaN
4.371,6.687,NaN,NaN,NaN,NaN
4.64,6.687,NaN,NaN,NaN,NaN
4.404,6.687,NaN,NaN,NaN,NaN
4.572,6.687,NaN,NaN,NaN,NaN
4.424,6.687,NaN,NaN,NaN,NaN
4.596,6.687,NaN,NaN,NaN,NaN
4.393,6.687,NaN,NaN,NaN,NaN
4.63,6.687,NaN,NaN,NaN,NaN
4.359,6.687,NaN,NaN,NaN,NaN
4.611,6.687,NaN,NaN,NaN,NaN
4.43,6.687,NaN,NaN,NaN,NaN
4.576,6.687,NaN,NaN,NaN,NaN
4.411,6.687,NaN,NaN,NaN,NaN
4.603,6.687,NaN,NaN,NaN,NaN
4.375,6.687,NaN,NaN,NaN,NaN
4.641,6.687,NaN,NaN,NaN,NaN
4.37,6.687,NaN,NaN,NaN,NaN
4.57,6.687,NaN,NaN,NaN,NaN
4.437,6.687,NaN,NaN,NaN,NaN
4.568,6.687,NaN,NaN,NaN,NaN
4.412,6.687,NaN,NaN,NaN,NaN
4.594,6.687,NaN,NaN,NaN,NaN
4.378,6.687,NaN,NaN,NaN,NaN
4.63,6.687,NaN,NaN,NaN,NaN
4.359,6.687,NaN,NaN,NaN,NaN
4.583,6.687,NaN,NaN,NaN,NaN
4.428,6.687,NaN,NaN,NaN,NaN
4.569,6.687,NaN,NaN,NaN,NaN
4.402,6.687,NaN,NaN,NaN,NaN
4.598,6.687,NaN,NaN,NaN,NaN
4.365,6.687,NaN,NaN,NaN,NaN
4.634,6.687,NaN,NaN,NaN,NaN
4.369,6.687,NaN,NaN,NaN,NaN
4.558,6.687,NaN,NaN,NaN,NaN
4.427,6.687,NaN,NaN,NaN,NaN
4.563,6.687,NaN,NaN,NaN,NaN
4.401,6.687,NaN,NaN,NaN,NaN
4.591,6.687,NaN,NaN,NaN,NaN
# Event GROUND_HIT occurred at t=302.3 seconds
# Event SIMULATION_END occurred at t=302.3 seconds
4.494,6.687,NaN,NaN,NaN,NaN
